simple_name,country,type,average_volume,high_52_weeks,dividend_yield,low_52_weeks,market_cap,pb_ratio,shares_outstanding,sector,industry,num_employees,year_founded
TJX,US,1,8903879.7,64.95,1.47934,49.05,72517523438,13.5003,1212670000,Retail Trade,Apparel/Footwear Retail,270000,1956
Simpson Manufacturing,US,1,332866.1,88.25,1.10937,55.8,3523991455,4.11035,44366000,Producer Manufacturing,Building Products,3337,1956
Superior Industries,US,1,187248.9,6.565,13.0435,2.26,65332802,0.257581,25128000,Producer Manufacturing,Auto Parts: OEM,8000,1957
Crown Crafts,US,1,15079,7.935,5.18639,4.01,62018700,1.50925,10167000,Consumer Durables,Home Furnishings,163,1957
Magna,CA,1,1619183.9,57.09,3.38481,42.51,13911371552,1.32348,305679000,Producer Manufacturing,Auto Parts: OEM,174000,1957
TFI International,CA,1,198358.1,36.65,2.5647,27.73,2724840890,2.18019,88350000,Transportation,Trucking,17150,1957
Agnico Eagle Mines,CA,1,3636910.8,64.88,1.65837,39.66,11369116784,2.26141,239619000,Non-Energy Minerals,Precious Metals,9889,1957
Monro,US,1,424206.4,89.72,1.55559,52.835,1867898071,2.52175,33284000,Retail Trade,Specialty Stores,8183,1957
Hyatt,US,1,1430236.8,94.98,1.03842,69.03,7759928711,1.9112,101304574,Consumer Services,Hotels/Resorts/Cruise lines,55000,1957
Ross,US,1,2500094.8,124.16,0.91088,88.305,39039183594,11.9786,358882000,Retail Trade,Apparel/Footwear Retail,88100,1957
HEICO,US,1,1045179.5,113.69,0.16043,76.66,12951417969,7.2326,134659000,Electronic Technology,Aerospace & Defense,5900,1957
HEICO,US,1,1244662,147.93,0.1331,89.255,12951417969,8.53073,134659000,Electronic Technology,Aerospace & Defense,5900,1957
Bowl America,US,1,4395.1,17.48,5.51181,10.88,65538600,2.81586,5160971,Consumer Services,Movies Or Entertainment,500,1958
KeyBank,US,1,13103370.7,20.525,4.36064,14.82,15857702148,1.09545,969890000,Finance,Major Banks,17045,1958
Dine Brands,US,1,538616.6,104.465,3.58406,68.02,1349491333,-5.7211,16487400,Consumer Services,Restaurants,3560,1958
Winnebago,US,1,667792.8,63.45,0.83491,28.1561,1740245600,2.2098,33599000,Consumer Durables,Recreational Products,4500,1958
Visa,US,1,15029172.2,214.17,0.62393,144.5,3.90E+11,13.8762,2147606000,Finance,Finance/Rental/Leasing,19500,1958
Cooper,US,1,314856.9,365.68,0.01789,278.5,16224126700,4.4653,49100000,Health Technology,Medical Specialties,12000,1958
Patrick Industries,US,1,220922.9,64.38,1.87829,32.98,1261633301,2.54208,23881000,Consumer Durables,Homebuilding,7500,1959
Servotronics,US,1,1788.7,13.7,1.65289,9.2,24043741,0.72733,2489000,Producer Manufacturing,Metal Fabrication,340,1959
Griffon,US,1,192278.5,25.5,1.63666,14.11,816216614,1.6661,46909000,Producer Manufacturing,Building Products,7300,1959
Flanigan's Enterprises,US,1,1174.2,25.5,1.36919,18.5,38097973,0.979243,1858647,Consumer Services,Restaurants,1870,1959
Aramark,US,1,3153623.3,47.22,1.27833,25.49,8963082000,2.49371,250064705,Consumer Services,Restaurants,283500,1959
VSE,US,1,24927.4,41.14,1.25567,24.06,292350500,0.883812,10970123,Industrial Services,Engineering And Construction,2228,1959
IHS Markit,GB,1,3019245.3,81.65,0.9253,52.06,27993662109,3.47811,392949000,Finance,Investment Managers,15500,1959
Casey's General Stores,US,1,414240.7,181.99,0.78158,122.86,5997832031,3.85785,36792000,Retail Trade,Specialty Stores,36841,1959
Rogers Communications,CA,1,720535.3,54.82,3.18116,45.58,23164359943,3.34404,504926000,Communications,Wireless Telecommunications,26100,1960
Sealed Air,US,1,1867324.2,47.13,2.03562,29.69,4683379883,-24.3345,154516000,Process Industries,Containers/Packaging,16500,1960
Domino's,US,1,1835131.6,381.86,0.89779,220.9,13127053713,-3.8694,38670363,Consumer Services,Restaurants,13100,1960
Teradyne,US,1,3180139.2,81.57,0.66127,38,9846863281,6.87422,167578000,Electronic Technology,Electronic Production Equipment,5400,1960
Thermo Fisher Scientific,US,1,2548958.7,342.26,0.28856,246.67,1.16E+11,4.46436,398828000,Health Technology,Medical Specialties,75000,1960
Capital Southwest,US,1,248744.6,22.9,8.41662,17.78,339588440,1.1355,18628000,Finance,Investment Managers,22,1961
Beasley Broadcast,US,1,40678.4,4.46,6.34921,2.8,87013889,0.309699,27978743,Consumer Services,Broadcasting,1438,1961
Canadian Imperial,CA,1,754120.6,87.62,5.649,73.2,33897927221,1.26058,445408000,Finance,Major Banks,45157,1961
Mercury Insurance,US,1,324745.3,65.22,5.53846,42.86,2436859200,1.39971,55358000,Finance,Property Or Casualty Insurance,4500,1961
Broadcom,US,1,3304570,331.58,4.56188,250.09,1.09E+11,4.54244,399459000,Electronic Technology,Semiconductors,19000,1961
Plantronics,US,1,1474014.5,53.92,4.26743,12.7224,548211426,0.95464,39928000,Electronic Technology,Telecommunications Equipment,7490,1961
Six Flags,US,1,4497332.3,59.52,3.97772,22.64,2140128906,-2.8211,84657000,Consumer Services,Movies/Entertainment,2450,1961
Lockheed,US,1,1885669.9,442.5322,2.51737,292.53,1.04E+11,34.2691,281937000,Electronic Technology,Aerospace & Defense,110000,1961
Argan,US,1,135475.6,51.95,2.35905,32.43,652365112,1.89554,15633000,Industrial Services,Engineering & Construction,1487,1961
Lancaster Colony,US,1,238493.1,165.5,1.87592,133.77,3974252930,5.3138,27513000,Consumer Non-Durables,Food: Specialty/Candy,3200,1961
MKS Instruments,US,1,495268.3,122.3,0.79381,70.47,5461356934,2.71936,54510000,Electronic Technology,Electronic Equipment/Instruments,5500,1961
Humana,US,1,1402102.9,384.995,0.72388,225.65,42231644531,3.7903,132106000,Health Services,Managed Health Care,46000,1961
Bruker,US,1,994706.9,54.49,0.35088,36.83,6707892090,8.30565,153992000,Health Technology,Medical Specialties,6870,1961
Kohl's,US,1,4970018.8,75.91,6.9719,35.74,6129633789,1.127,156568000,Retail Trade,Department Stores,129000,1962
Cathay Bank,US,1,337570.7,38.91,3.85932,30.13,2454058594,1.11656,79729000,Finance,Regional Banks,1277,1962
Vishay,US,1,1433854.3,23.25,1.98641,14.36,2703055878,1.86059,144548409,Electronic Technology,Electronic Components,22400,1962
Raymond James,US,1,1579809.2,102.45,1.69842,72.94,11648320313,1.76951,139284000,Finance,Investment Banks/Brokers,18910,1962
Skyworks,US,1,2988657.8,128.48,1.68793,66.29,17046126953,4.16611,170155000,Electronic Technology,Semiconductors,9000,1962
Service Corporation International,US,1,1409738.7,52.74,1.50704,38.92,8639380859,5.01129,180778000,Consumer Services,Other Consumer Services,24594,1962
Allied Motion,US,1,40968.2,49.98,0.30457,30.98,364224000,3.32384,9600000,Electronic Technology,Electronic Equipment Or Instruments,1600,1962
L Brands,US,1,14239789.8,29.02,5.39326,15.8,5988448730,-4.9067,276475000,Retail Trade,Apparel/Footwear Retail,88900,1963
CVS,US,1,13884626.7,77.03,3.12354,51.72,77180187500,1.30538,1304160000,Retail Trade,Drugstore Chains,290000,1963
P&F Industries,US,1,1121,8.75,2.93488,5.4,20750400,0.451973,3143000,Producer Manufacturing,Industrial Machinery,180,1963
Comcast,US,1,31802005.3,47.74,2.16369,37.89,1.84E+11,2.3402,4553034375,Consumer Services,Cable/Satellite TV,190000,1963
Ingles,US,1,138888.3,49.1443,1.75113,25.57,705472809,1.09347,14193000,Retail Trade,Food Retail,27000,1963
Eagle Materials,US,1,388024.8,97.1,0.4899,69.58,3396068200,3.78929,41643970,Non Energy Minerals,Construction Materials,2300,1963
Cantel Medical,US,1,435839.3,93.87,0.33562,59.94,2686608643,3.95084,42577000,Health Technology,Medical Specialties,2775,1963
Associated Bank,US,1,1858109,23.61,4.0678,16.54,2648785645,0.758969,156455000,Finance,Regional Banks,4669,1964
OFG Bancorp,PR,1,302318.1,24.95,1.5444,16.43,860419189,0.976975,51399000,Finance,Major Banks,1392,1964
Nike,US,1,10883190.3,105.62,1.0574,77.07,1.39E+11,15.7153,1557360000,Consumer Non-Durables,Apparel/Footwear,76700,1964
Educational Development,US,1,15094.9,9.6521,3.90244,5.02,43653599,1.46163,8460000,Consumer Services,Publishing: Books/Magazines,178,1965
Ruth's Hospitality,US,1,761569.2,27.14,3.0349,17.76,560795959,5.95269,29315000,Consumer Services,Restaurants,5740,1965
BNY Mellon,US,1,8389479.5,54.27,3.02734,38.1,35519382813,0.9218,890210000,Finance,Major Banks,48400,1965
PepsiCo,US,1,7377692.5,147.2,2.77657,114.26,1.83E+11,12.9429,1389540000,Consumer Non-Durables,Beverages: Non-Alcoholic,267000,1965
Analog Devices,US,1,3971665.1,127.3,2.22881,95.51,40154390625,3.50501,368220000,Electronic Technology,Semiconductors,16400,1965
DMC Global,US,1,259870.3,76.68,1.34156,34.2,532343500,3.0924,14652675,Producer Manufacturing,Metal Fabrication,741,1965
Dolby,US,1,589098.4,73.2,1.28599,56.09,6633990479,2.95854,100974020,Consumer Services,Movies/Entertainment,2193,1965
Rush Enterprises,US,1,6847.2,48.5,1.20706,34.74,1472959400,1.2683,36194134,Distribution Services,Wholesale Distributors,7244,1965
Rush Enterprises,US,1,364274.8,49.27,1.20566,33.73,1519643646,1.34632,36253000,Distribution Services,Wholesale Distributors,7244,1965
Ormat,US,1,339779,87.07,0.60908,54,3553261963,2.64757,50994000,Utilities,Alternative Power Generation,1408,1965
Progressive,US,1,4295434.3,84.96,0.5071,66.93,42820550781,3.38337,585300000,Finance,Property/Casualty Insurance,41571,1965
Bluegreen Vacations,US,1,45111.5,16.51,6.78851,6.98,577700989,1.39628,74446000,Consumer Services,Other Consumer Services,5816,1966
Huntington Bank,US,1,15850227.1,15.63,4.63679,11.91,12505510742,1.24611,1019190000,Finance,Regional Banks,15664,1966
MTS Systems,US,1,242066.3,63.31,3.04646,36.43,770126038,1.54385,19186000,Electronic Technology,Electronic Equipment/Instruments,3500,1966
Best Buy,US,1,3346707.6,91.99,2.76347,61.58,19576513672,6.62355,258777000,Retail Trade,Electronics/Appliance Stores,125000,1966
Eversource,US,1,2569123.3,99.42,2.4247,68.38,28527736328,2.44524,329953000,Utilities,Electric Utilities,8234,1966
Camping World,US,1,891693.2,16.97,2.3005,7.12,1205257660,-14.5577,37397000,Retail Trade,Specialty Stores,12946,1966
Commerce Bank,US,1,662160.7,71.92,1.70266,54.65,6841790527,2.38347,112087000,Finance,Regional Banks,4835,1966
Jabil Circuit,US,1,1699475.1,44.2,0.94899,24.5,4874484375,2.74271,152090000,Electronic Technology,Electronic Components,200000,1966
Advanced Drainage Systems,US,1,594754.3,51.6,0.82399,24.19,2879382080,5.65423,68786000,Producer Manufacturing,Miscellaneous Manufacturing,4400,1966
Entegris,US,1,1297061.8,59.05,0.58013,33.75,7178311523,6.37416,134627000,Electronic Technology,Semiconductors,5300,1966
Mastercard,US,1,9030499.4,347.25,0.52161,215.9258,2.94E+11,49.8971,1007000000,Finance,Finance Or Rental Or Leasing,18600,1966
Big Lots,US,1,3114398.2,39.53,7.00935,14.75,617269836,1.03592,39043000,Retail Trade,Discount Stores,35600,1967
Movado Group,US,1,250544.3,40.205,5.46075,14,241285797,0.647639,23017645,Consumer Durables,Other Consumer Specialties,1140,1967
Fastenal,US,1,5712390.8,39.305,2.84252,28.38,19650015625,7.57723,574226000,Distribution Services,Wholesale Distributors,21948,1967
Ralph Lauren,US,1,1672154.5,133.6295,2.55552,82.69,7782609131,2.5448,73761800,Retail Trade,Apparel/Footwear Retail,24300,1967
UMB Financial,US,1,234723.7,71.97,2.0288,57.36,2854409180,1.15132,49087000,Finance,Regional Banks,3670,1967
Kemper,US,1,333497.2,91.975,1.6166,66.25,4589424805,1.24578,66668000,Finance,Multi-Line Insurance,8900,1967
Comtech,US,1,256900,38,1.41543,20.945,683575928,1.28089,24396000,Electronic Technology,Telecommunications Equipment,2013,1967
Applied Materials,US,1,12346208.8,69.44,1.39628,36.835,53371886719,6.37936,918305000,Producer Manufacturing,Industrial Machinery,22000,1967
Continental Resources,US,1,5579003.2,52.035,1.10558,14.77,7038428223,0.995708,371421000,Energy Minerals,Oil & Gas Production,1260,1967
Balchem,US,1,111647,113.925,0.5368,82.33,3046807373,4.19462,32255000,Process Industries,Chemicals: Specialty,1424,1967
Transglobe Energy,CA,1,165453.2,2.2,6.36364,1.01,77278693,0.360549,72542000,Energy Minerals,Oil & Gas Production,83,1968
Israel Chemicals,IL,1,495077.6,5.65,4.76562,3.62,4742004456,1.26028,1280450000,Process Industries,Chemicals: Agricultural,12125,1968
CSP,US,1,6956.7,15.85,4.50113,9.95,56337421,1.85827,4167000,Technology Services,Information Technology Services,114,1968
Royal Caribbean,US,1,7506954,135.315,3.87289,70.5,16341710000,1.38287,208800994,Consumer Services,Hotels Or Resorts Or Cruiselines,85400,1968
Daktronics,US,1,266075.6,8.29,3.80952,4.82,222128159,1.19705,45148000,Electronic Technology,Electronic Production Equipment,2722,1968
First Interstate Bank,US,1,271891.9,43.83,3.78514,33.3,2223820190,1.16406,65291254,Finance,Regional Banks,2473,1968
Telephone & Data Systems,US,1,1437392.7,34.12,3.26766,18.28,2165936035,0.514324,114777800,Communications,Wireless Telecommunications,9400,1968
Trustmark,US,1,421969.3,36.635,3.24629,26.41,1717376587,1.09558,63843000,Finance,Regional Banks,2844,1968
JPMorgan Chase,US,1,22136723.1,141.1,2.96248,98.09,3.60E+11,1.59928,3084021328,Finance,Major Banks,256981,1968
Jefferies,US,1,2897082.7,24.03,2.91404,16.8429,5612643066,0.626841,284761000,Finance,Investment Banks/Brokers,4800,1968
Intel,US,1,35700285,69.29,2.26882,42.86,2.37E+11,3.22038,4277000000,Electronic Technology,Semiconductors,110800,1968
Entercom,US,1,1688180.1,7.12,2.26629,2.94,477571905,0.355173,137629199,Consumer Services,Broadcasting,4144,1968
Hurco,US,1,33066.7,43.8,1.6795,27.33,193567017,0.805043,6868950,Producer Manufacturing,Industrial Machinery,785,1968
ManTech,US,1,430567.1,93.99,1.6256,51.46,3009721436,2.16981,40183195,Technology Services,Packaged Software,8900,1968
HCA Healthcare,US,1,2584693,151.97,1.2736,110.31,42983613281,-15.5205,338427000,Health Services,Hospital/Nursing Management,280000,1968
SEI Investments,US,1,851454.8,69.6099,1.22185,49.65,8205186523,4.93386,149976000,Finance,Investment Managers,3756,1968
Fidelity National Information,US,1,4920703.4,158.21,0.94206,104.73,86112515625,1.8456,616322000,Technology Services,Data Processing Services,55000,1968
Cintas,US,1,822196,304.81,0.91202,191.91,27674541016,9.33834,103751000,Consumer Services,Other Consumer Services,45000,1968
Minerals Technologies,US,1,252079.5,63.75,0.44425,43.09,1546840942,1.10871,34473800,Process Industries,Chemicals: Specialty,3628,1968
Designer Brands,US,1,1742872.4,29.81,7.50188,12.44,969322762,1.28692,71748700,Retail Trade,Apparel/Footwear Retail,16100,1969
Gap,US,1,8821206.1,29.59,6.91376,13.47,5349375000,1.44006,373299000,Retail Trade,Apparel/Footwear Retail,135000,1969
Communications Systems,US,1,39617.1,9.8991,6.89655,2.5,52901699,1.23362,9281000,Electronic Technology,Telecommunications Equipment,241,1969
Dover Motorsports,US,1,20925.9,2.1997,6.25,1.5276,60128271,0.893171,36441375,Consumer Services,Movies/Entertainment,54,1969
Arch Coal,US,1,541081.1,101.92,4.25804,44.52,757364685,1.10962,15042000,Energy Minerals,Coal,3700,1969
Children's Place,US,1,844275.4,116.84,4.13895,49.65,867731506,3.24585,15064800,Retail Trade,Apparel/Footwear Retail,18700,1969
South Jersey Industries,US,1,1073615.5,34.48,4.10149,26.58,2500637207,1.87156,92445000,Utilities,Gas Distributors,1100,1969
Cracker Barrel,US,1,622452.6,180.93,3.48292,141.82,3447073700,5.4722,23943248,Consumer Services,Restaurants,73000,1969
State Street,US,1,4404993.2,85.89,3.0281,48.62,24134234375,1.14347,354342000,Finance,Regional Banks,39103,1969
Sysco,US,1,3599120.5,85.98,2.58324,65.24,33892125000,14.028,508509000,Distribution Services,Food Distributors,69000,1969
Wendy's,US,1,4948262.2,24.0373,2.44648,16.25,4210843750,8.54507,223032000,Consumer Services,Restaurants,13300,1969
Union Pacific,US,1,5808547,188.96,2.41986,149.09,1.10E+11,6.12155,690261000,Transportation,Railroads,37483,1969
Quest Diagnostics,US,1,1445071.2,113.97,1.99804,82.59,14154243164,2.64326,133455000,Health Services,Services to the Health Industry,47000,1969
Leidos,US,1,1639163.4,125.84,1.23569,61.74,15459480700,4.54687,141000000,Technology Services,Information Technology Services,34000,1969
Danaher,US,1,3776153.9,169.19,0.4778,123.5,1.01E+11,3.65543,696237000,Health Technology,Medical Specialties,60000,1969
Maxar Technologies,US,1,2174485.2,21.45,0.271,3.83,906623259,1.25492,59745000,Electronic Technology,Aerospace & Defense,6100,1969
BCE,CA,1,1928971.7,49.58,5.39073,43.36,39695240442,3.3912,903900000,Communications,Major Telecommunications,52790,1970
Regions Financial,US,1,17428452.5,17.54,4.27292,13.165,12943805664,0.926902,957382000,Finance,Major Banks,19564,1970
Huntsman,US,1,3031430.2,25.66,3.36788,17.33,4263356445,1.61106,225098000,Process Industries,Chemicals: Major Diversified,10000,1970
Western Digital,US,1,5483834.6,72,3.33111,35.61,17018198800,1.8149,299000000,Electronic Technology,Computer Peripherals,61800,1970
American Software,US,1,225435.4,19.8181,2.69939,11.18,525632410,4.4065,31953287,Technology Services,Packaged Software,424,1970
Northern Technologies International,US,1,22200.4,15.5325,2.34023,10.02,104251625,1.75245,9097000,Process Industries,Industrial Specialties,137,1970
Johnson Outdoors,US,1,38041,91.9011,1.08765,54.12,615456800,1.8636,9960067,Consumer Durables,Recreational Products,1200,1970
Quad Graphics,US,1,1070527.5,14.32,13.363,3.63,258741943,1.04423,53904600,Commercial Services,Commercial Printing/Forms,19600,1971
Bed Bath & Beyond,US,1,12951606.7,19.57,6.58277,7.31,1372448486,0.709611,126961000,Retail Trade,Specialty Stores,62000,1971
Cardinal Health,US,1,3642511.8,60.69,3.56238,41.03,15207781250,15.7896,291784000,Distribution Services,Medical Distributors,49500,1971
TD Ameritrade,US,1,6843027.8,57.8,2.83948,32.69,22831521484,2.4573,540647000,Finance,Investment Banks/Brokers,9226,1971
Devon Energy,US,1,11882968.1,35.39,2.69773,14.79,6218636719,1.07384,382921000,Energy Minerals,Oil & Gas Production,1800,1971
1st Source,US,1,48693.1,53.42,2.66422,41.14,1077452500,1.3,25509474,Finance,Regional Banks,1175,1971
FedEx,US,1,3470226.4,199.32,1.86047,132.1848,36862167969,1.9557,261119000,Transportation,Air Freight/Couriers,239000,1971
Nasdaq,US,1,1436534.3,120.23,1.70723,82.22,18162870800,3.22401,165094440,Finance,Investment Banks Or Brokers,4361,1971
InnSuites Hospitality,US,1,1673.4,1.98,1.42857,1.33,13032599,1.50721,9309000,Finance,Real Estate Investment Trusts,120,1971
J&J Snack Foods,US,1,119307.7,196.84,1.4027,149.71,3042553711,3.67829,18919000,Consumer Non-Durables,Food: Specialty/Candy,6100,1971
Verisk Analytics,US,1,1294620.6,171.73,0.66205,125.1038,25294718750,11.7731,163076000,Finance,Insurance Brokers/Services,9300,1971
Cheesecake Factory,US,1,1798651.9,51.15,3.99556,33.6,1590309448,3.01395,44634000,Consumer Services,Restaurants,38700,1972
Synovus,US,1,2092742.2,40.32,3.99202,27.28,4105708200,1.0241,147157596,Finance,Regional Banks,4651,1972
M.D.C. Holdings,US,1,568295.5,48.99,3.20155,27.13,2461700439,1.4474,62575000,Consumer Durables,Homebuilding,1656,1972
InterDigital,US,1,373945.4,72.66,2.59259,47.02,1624933838,2.17693,30722900,Electronic Technology,Telecommunications Equipment,487,1972
Houlihan Lokey,US,1,384302.7,59.36,2.31214,41.8,3481273682,3.73304,67967076,Finance,Investment Banks/Brokers,1354,1972
AVX,US,1,2307630.3,21.89,2.11494,13.03,3678777344,1.49534,169217000,Electronic Technology,Electronic Components,15100,1972
Astec Industries,US,1,101539.8,46.37,1.11732,26.2,846602295,1.43113,22546000,Producer Manufacturing,Trucks/Construction/Farm Machinery,1626,1972
Sallie Mae,US,1,4804204,12.32,1.09489,7.76,4337330000,1.585,421100000,Finance,Finance Or Rental Or Leasing,1900,1972
Tailored Brands,US,1,2779821.4,13.2886,13.6882,2.82,158341690,-2.3954,48422500,Retail Trade,Apparel/Footwear Retail,20600,1973
Teekay,BM,1,1283570.5,5.76,6.26781,2.82,368873108,0.767252,100785000,Transportation,Marine Shipping,5580,1973
Comerica,US,1,2618206.5,87.79,4.94366,48.76,7440453125,1.06703,141346000,Finance,Major Banks,7467,1973
Canadian Natural Resource,CA,1,3692467.8,32.79,4.50415,22.58,30451874722,1.16166,1183130000,Energy Minerals,Oil & Gas Production,9709,1973
Univest Financial,US,1,145266.3,27.8,3.34029,22.87,686438965,1.04065,29335000,Finance,Regional Banks,873,1973
Consolidated Water,KY,1,61476,18.83,1.97216,12.09,242852478,1.59213,15028000,Utilities,Water Utilities,108,1973
Louisiana Pacific,US,1,1662722.6,34.35,1.9411,21.815,3186974365,3.3753,112020000,Non-Energy Minerals,Forest Products,4800,1973
Interface,US,1,356542.1,18.0482,1.7796,10.37,850582397,2.31791,58299000,Producer Manufacturing,Building Products,4110,1973
Cboe,US,1,1258641.1,127.93,1.17617,89.53,12944086400,3.8972,110656892,Finance,Investment Banks Or Brokers,823,1973
F.N.B.,US,1,2889003,12.93,4.51128,9.81,3279401611,0.724069,325015000,Finance,Regional Banks,4223,1974
Fifth Third Bank,US,1,7326162.6,31.64,4.19907,23.73,17299599609,0.8916,709000000,Finance,Regional Banks,19869,1974
Republic Bancorp,US,1,19982.4,52.6767,3.03127,35.03,669660400,1.02431,20744270.72,Finance,Regional Banks,1064,1974
Gentex,US,1,1728125.2,31.27,1.66848,19.82,6688913900,3.4513,251277515,Producer Manufacturing,Auto Parts OEM,5874,1974
Unique Fabricating,US,1,13623.1,4.7999,6.84932,2.27,29777056,0.736415,9779000,Producer Manufacturing,Auto Parts: OEM,1193,1975
Brinker,US,1,1373459.2,47.57,4.38926,32.74,1284930420,-2.318,37407000,Consumer Services,Restaurants,56147,1975
Ames National,US,1,17859,29.46,3.78072,25.4,238599014,1.30047,9223000,Finance,Regional Banks,245,1975
Omega Flex,US,1,14928.3,119.89,1.34535,69.35,823468500,11.8057,10094322,Producer Manufacturing,Industrial Machinery,151,1975
Microsoft,US,1,66904114.6,190.7,1.18062,109.01,1.23E+12,11.9437,7606050000,Technology Services,Packaged Software,144000,1975
Boyd Gaming,US,1,2114833.5,36.22,1.06829,21.76,2969217041,2.31064,111165000,Consumer Services,Casinos/Gaming,24300,1975
Spartan Motors,US,1,366303.3,20.7,0.66225,8.38,512239807,2.66367,34728100,Producer Manufacturing,Trucks/Construction/Farm Machinery,2322,1975
Meridian Bioscience,US,1,1005988.2,17.69,4.38212,7.25,342203674,1.80392,42829000,Health Technology,Biotechnology,660,1976
Range Resources,US,1,14560592.5,11.54,3.04183,2.14,662259000,0.279673,249630803,Energy Minerals,Oil And Gas Production,655,1976
LSI Industries,US,1,170153.2,7.3,2.9985,2.48,168054500,1.40621,26124103,Producer Manufacturing,Building Products,1246,1976
Healthcare Services Group,US,1,893019.9,37.8,2.91984,21.16,2049086182,4.44116,74404000,Commercial Services,Miscellaneous Commercial Services,51000,1976
Red Rock Resorts,US,1,751954,29.24,1.97531,16.76,2417395691,2.84976,70465000,Consumer Services,Hotels/Resorts/Cruise lines,14000,1976
KKR & Co.,US,1,4122606.7,34.14,1.66722,22.01,24321134766,1.62661,560008000,Finance,Investment Managers,1384,1976
Ebix,US,1,556977.6,54.79,1.14068,21.56,806314270,1.50125,30496000,Finance,Insurance Brokers/Services,7975,1976
Jack Henry & Associates,US,1,801549.1,174.9331,1.0836,129.22,11641493164,8.19026,76720000,Technology Services,Information Technology Services,6402,1976
Apple,US,1,63424086.5,327.85,1.03076,169.5,1.20E+12,14.6348,4375480000,Electronic Technology,Telecommunications Equipment,137000,1976
Bio-Techne,US,1,227583.8,223.29,0.64764,178.28,7416509800,5.7174,38282251,Health Technology,Biotechnology,2255,1976
Foreign Trade Bank of Latin America,PA,1,127231.1,22.95,8.33333,17.58,666804581,0.720201,39538516,Finance,Regional Banks,167,1977
American Eagle,US,1,6775879.9,24.3,4.20811,12.24,2150750977,1.6666,166984000,Retail Trade,Apparel/Footwear Retail,45000,1977
Oracle,US,1,14855420.2,60.5,1.88605,47.9,1.59E+11,10.5116,3207650000,Technology Services,Packaged Software,136000,1977
UnitedHealth,US,1,7153121.6,306.715,1.58178,208.07,2.42E+11,4.49369,948573000,Health Services,Managed Health Care,325000,1977
Nelnet,US,1,98272,69.97,1.52759,50.1,2110334167,0.871771,39734609,Finance,Finance/Rental/Leasing,6600,1977
Cable One,US,1,53553.1,1830.5,0.55375,910.95,8983517578,11.9775,5711000,Consumer Services,Cable/Satellite TV,2751,1977
Seagate Technology,IE,1,3777128.8,64.17,5.1618,41.63,12512839844,7.18392,260956000,Electronic Technology,Computer Peripherals,40500,1978
Patterson-UTI Energy,US,1,5171714.9,16.27,2.78989,5.28,1101029663,0.388664,192152000,Industrial Services,Contract Drilling,5800,1978
Home Depot,US,1,6857780.7,247.36,2.60938,179.52,2.49E+11,-229.6255,1090000000,Retail Trade,Home Improvement Chains,413000,1978
FLIR,US,1,1714847.2,59.44,1.55785,40.8,5697481445,2.9609,134153000,Electronic Technology,Aerospace & Defense,4265,1978
BJ's Restaurants,US,1,788464.3,53,1.53937,31.53,633331970,2.22832,19221000,Consumer Services,Restaurants,22709,1978
BBX Capital,US,1,161259.9,6.53,1.41243,3.19,318215100,0.5469,91420625,Finance,Savings Banks,7307,1978
D. R. Horton,US,1,5482003.6,62.54,1.27667,38.38,19516210938,1.9908,366364000,Consumer Durables,Homebuilding,8916,1978
Brooks Automation,US,1,368434,50.35,1.14253,28.425,2540626221,2.22437,73620000,Electronic Technology,Electronic Production Equipment,2984,1978
IBC Bank,US,1,231479.2,44,3.0821,32.04,2223592773,1.09864,65208000,Finance,Regional Banks,3314,1979
CNO Financial,US,1,2032871.6,20.93,2.60818,14.01,2343421875,0.534142,146281000,Finance,Multi-Line Insurance,3300,1979
Benchmark Electronics,US,1,351882.1,37.36,2.17707,21.94,1022701843,0.992166,37627000,Electronic Technology,Electronic Components,10600,1979
News Corporation,US,1,3981709.7,15.07,1.60966,11.22,7176176514,0.815894,588266000,Consumer Services,Publishing: Newspapers,28000,1979
News Corporation,US,1,1232082.5,15.36,1.57978,11.38,7176176514,0.831326,588266000,Consumer Services,Publishing: Newspapers,28000,1979
RF Industries,US,1,31317.3,8.89,1.31363,5.25,57882298,1.82746,9615000,Electronic Technology,Electronic Components,281,1979
Cerner,US,1,3088240.3,80.9,0.99242,54.6001,21607943359,5.33464,311938000,Technology Services,Information Technology Services,27400,1979
QAD,US,1,805.8,38.0388,0.7619,27.5,948932945,6.8283,23757000,Technology Services,Information Technology Services,1970,1979
Activision Blizzard,US,1,8148857.8,64.53,0.67668,40.89,44714875000,3.63758,769222000,Consumer Durables,Recreational Products,9200,1979
McEwen Mining,CA,1,6242139.8,2.14,0.58824,0.83,360269989,0.740381,400300000,Non-Energy Minerals,Precious Metals,427,1979
QAD,US,1,53289.6,54.54,0.57983,35,1171695200,10.0081,23756788,Technology Services,Information Technology Services,1970,1979
Valero,US,1,4763609.2,101.99,5.77575,62.41,27118576172,1.27407,409337000,Energy Minerals,Oil Refining/Marketing,10222,1980
Medifast,US,1,469084,159.41,5.49077,66.5,965353455,8.59622,11615400,Retail Trade,Specialty Stores,550,1980
Peoples Bancorp,US,1,73232.6,39.28,4.58067,27.89,596131200,1.0006,20651961,Finance,Major Banks,900,1980
Busey Bank,US,1,137803.5,28,3.83442,21.51,1209193237,1.03029,54789000,Finance,Regional Banks,1531,1980
